WLnm, Rdata
1.446082e+03, 7.994462e-01
1.446682e+03, 7.986295e-01
1.447282e+03, 7.978055e-01
1.447883e+03, 7.969742e-01
1.448483e+03, 7.961356e-01
1.449083e+03, 7.952895e-01
1.449683e+03, 7.944360e-01
1.450283e+03, 7.935751e-01
1.450884e+03, 7.927066e-01
1.451484e+03, 7.918305e-01
1.452084e+03, 7.909468e-01
1.452684e+03, 7.900556e-01
1.453284e+03, 7.891566e-01
1.453885e+03, 7.882498e-01
1.454485e+03, 7.873352e-01
1.455085e+03, 7.864128e-01
1.455685e+03, 7.854824e-01
1.456285e+03, 7.845440e-01
1.456886e+03, 7.835976e-01
1.457486e+03, 7.826432e-01
1.458086e+03, 7.816806e-01
1.458686e+03, 7.807098e-01
1.459286e+03, 7.797308e-01
1.459887e+03, 7.787436e-01
1.460487e+03, 7.777479e-01
1.461087e+03, 7.767440e-01
1.461687e+03, 7.757315e-01
1.462287e+03, 7.747106e-01
1.462888e+03, 7.736811e-01
1.463488e+03, 7.726431e-01
1.464088e+03, 7.715964e-01
1.464688e+03, 7.705409e-01
1.465288e+03, 7.694768e-01
1.465889e+03, 7.684038e-01
1.466489e+03, 7.673219e-01
1.467089e+03, 7.662311e-01
1.467689e+03, 7.651314e-01
1.468289e+03, 7.640226e-01
1.468890e+03, 7.629047e-01
1.469490e+03, 7.617777e-01
1.470090e+03, 7.606414e-01
1.470690e+03, 7.594959e-01
1.471290e+03, 7.583411e-01
1.471891e+03, 7.571770e-01
1.472491e+03, 7.560034e-01
1.473091e+03, 7.548203e-01
1.473691e+03, 7.536277e-01
1.474291e+03, 7.524254e-01
1.474892e+03, 7.512135e-01
1.475492e+03, 7.499919e-01
1.476092e+03, 7.487606e-01
1.476692e+03, 7.475194e-01
1.477292e+03, 7.462683e-01
1.477893e+03, 7.450072e-01
1.478493e+03, 7.437362e-01
1.479093e+03, 7.424551e-01
1.479693e+03, 7.411638e-01
1.480293e+03, 7.398624e-01
1.480894e+03, 7.385508e-01
1.481494e+03, 7.372288e-01
1.482094e+03, 7.358965e-01
1.482694e+03, 7.345538e-01
1.483294e+03, 7.332006e-01
1.483895e+03, 7.318369e-01
1.484495e+03, 7.304626e-01
1.485095e+03, 7.290776e-01
1.485695e+03, 7.276819e-01
1.486295e+03, 7.262755e-01
1.486896e+03, 7.248582e-01
1.487496e+03, 7.234301e-01
1.488096e+03, 7.219910e-01
1.488696e+03, 7.205409e-01
1.489296e+03, 7.190797e-01
1.489897e+03, 7.176074e-01
1.490497e+03, 7.161240e-01
1.491097e+03, 7.146293e-01
1.491697e+03, 7.131233e-01
1.492297e+03, 7.116060e-01
1.492898e+03, 7.100772e-01
1.493498e+03, 7.085370e-01
1.494098e+03, 7.069853e-01
1.494698e+03, 7.054220e-01
1.495298e+03, 7.038471e-01
1.495899e+03, 7.022606e-01
1.496499e+03, 7.006624e-01
1.497099e+03, 6.990525e-01
1.497699e+03, 6.974307e-01
1.498299e+03, 6.957970e-01
1.498900e+03, 6.941513e-01
1.499500e+03, 6.924937e-01
1.500100e+03, 6.908239e-01
1.500700e+03, 6.891421e-01
1.501300e+03, 6.874480e-01
1.501901e+03, 6.857418e-01
1.502501e+03, 6.840232e-01
1.503101e+03, 6.822924e-01
1.503701e+03, 6.805492e-01
1.504301e+03, 6.787935e-01
1.504902e+03, 6.770254e-01
